CODE,LABEL,YEAR,0-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85 years and over,Total,Working Age Population (15-64 years),Males,Females,Persons,Births,Total Fertility Rate (per female),Deaths,"Standardised Death Rate (per 1,000 population)",Population density,Proportion of total population,"Born in Oceania, Antarctica (exc. Australia)",Born in North-West Europe,Born in Southern & Eastern Europe,"Born in North Africa, Middle East",Born in South-East Asia,Born in North-East Asia,"Born in Southern, Central Asia",Born in Americas,Born in Sub-Saharan Africa,Total Born Overseas,Buddhism ,Christianity ,Hinduism ,Islam,Judaism ,Other Religions ,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation",Inadequately described or not stated ,Australian citizen,Not an Australian citizen,Australian Citizenship - Not stated,Proportion of total population
24850,Mitchell (S),2013,21.6,13.6,12.3,13.9,14.4,11.8,7.6,3.6,1.2,"37,788",66,36.1,38,37.1,488,2.3,205,6.2,13.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2014,21.4,13.5,12.8,13.3,14.4,11.7,8,3.6,1.2,"39,084",65.7,36.2,37.9,37.1,519,2.3,224,5.7,13.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2015,21.3,13.5,13,12.9,14.2,11.8,8.3,3.7,1.3,"40,264",65.4,36,37.8,37,486,2.1,206,5.7,14.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24850,Mitchell (S),2016,21.2,13.4,13.2,12.7,13.9,12,8.5,3.8,1.3,"41,795",65.2,35.8,37.6,36.7,604,2.1,209,5.4,14.6,1.6,1.3,4.3,1.8,0.4,1.2,0.7,1,0.4,0.5,11.5,0.8,54.2,0.5,0.9,-,0.9,32.2,10.5,87.2,4.7,8.1,7.2
24850,Mitchell (S),2017,21,13.5,13.3,12.5,13.7,12.1,8.6,3.9,1.4,"42,910",65.1,35.9,37.4,36.7,-,-,244,5.3,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.5,3.7,1.5,0.6,0.5,0.1,0.6,0.3,0.2,9,-,-,-,-,-,-,-,-,90.1,3.9,6,4.6
24900,Moira (S),2012,18.7,11.2,9.4,11.6,13.5,13.7,11.7,7.4,2.8,"28,675",59.4,44,44.7,44.3,344,2.4,301,6.3,7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2013,18.5,11.3,9.4,11.2,13.4,13.8,12.1,7.5,3,"28,905",59,44.4,45.2,44.8,352,2.5,310,6.3,7.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2014,18.3,11.2,9.4,10.8,13.2,14,12.4,7.5,3.1,"29,100",58.7,44.7,45.6,45.2,329,2.4,298,6.1,7.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2015,18.1,11.2,9.6,10.4,13,14.1,12.8,7.7,3.1,"29,288",58.3,44.9,46.1,45.6,307,2.3,352,6.2,7.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24900,Moira (S),2016,18.1,11,9.7,10.1,12.8,14.2,13.1,7.8,3.1,"29,486",57.9,45.1,46.6,45.9,342,2.3,351,6.4,7.3,1.7,1.5,3.7,1.3,0.3,1,0.2,0.8,0.2,0.2,9.2,0.6,61.7,0.3,0.6,-,0.6,26.2,10,88,4.4,7.6,4.6
24900,Moira (S),2017,17.8,11.1,9.7,9.9,12.7,14.3,13.5,7.8,3.1,"29,655",57.7,45.5,47,46.2,-,-,318,6.4,7.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,1.6,4.4,7,1.6,7.8,11.4,8.5,0.9,1.5,44.7,-,-,-,-,-,-,-,-,77,18.7,4.3,44.4
24970,Monash (C),2012,15.4,16.3,14.9,13.3,12.5,10.4,8.9,6,2.3,"180,312",67.4,35.8,39.7,37.8,"1,994",1.6,"1,122",4.6,2212.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2013,15.5,16.3,15.2,13.2,12.4,10.3,8.7,6,2.4,"183,255",67.4,35.5,39.4,37.4,"1,825",1.5,"1,187",4.5,2249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2014,15.7,16.3,15.4,13,12.4,10.2,8.5,5.9,2.5,"186,150",67.3,35.2,39,37.1,"1,902",1.5,"1,242",4.5,2284.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2015,15.8,16.5,15.4,13,12.3,10.1,8.3,5.9,2.6,"189,174",67.4,35,38.5,36.7,"1,841",1.4,"1,311",4.6,2321.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24970,Monash (C),2016,16,16.8,15.4,12.8,12.4,9.9,8.2,5.8,2.7,"192,625",67.3,34.7,38.2,36.4,"1,969",1.4,"1,273",4.6,2364,0.2,1.4,3.5,6.1,1.7,8.2,15.8,10,1,1.3,48.9,6.8,44,5.2,2.3,0.4,1.3,31.8,8.2,71.4,23.4,5.1,50.1
24970,Monash (C),2017,15.9,17.4,15.5,12.7,12.3,9.7,7.9,5.8,2.7,"196,856",67.6,34.4,37.5,35.9,-,-,"1,285",4.5,2415.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,1.3,3.6,9.4,1.7,3.6,2,3.1,1.2,1.4,27.3,-,-,-,-,-,-,-,-,85.9,8.5,5.6,29.6
25060,Moonee Valley (C),2012,16.7,13,15.9,14.9,13.3,10.7,7.7,5.5,2.3,"113,673",67.8,37,39.1,38.1,"1,419",1.6,780,5.2,2635.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2013,16.8,12.8,16,14.8,13.3,10.7,7.8,5.5,2.3,"115,464",67.6,37,39.1,38,"1,390",1.6,779,5.2,2676.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2014,16.9,12.7,16.2,14.5,13.3,10.7,7.8,5.4,2.4,"117,763",67.5,36.9,39,38,"1,311",1.5,783,5.1,2729.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2015,16.9,12.6,16.5,14.3,13.4,10.7,7.8,5.4,2.4,"120,231",67.6,36.8,38.9,37.8,"1,307",1.5,805,5,2787.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25060,Moonee Valley (C),2016,16.9,12.6,16.6,14.1,13.4,10.8,7.9,5.3,2.4,"122,871",67.5,36.7,38.7,37.7,"1,543",1.5,733,4.8,2848.3,0.4,1.4,3.4,8,2.1,4,2.4,3.4,1.4,1.4,27.6,2.5,56.7,2.1,2.9,0.1,0.6,26.3,8.9,83.9,9.8,6.3,29.8
25060,Moonee Valley (C),2017,16.9,12.4,16.7,14.1,13.4,10.8,7.9,5.3,2.5,"125,415",67.4,36.5,38.7,37.6,-,-,766,4.6,2907.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25150,Moorabool (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,1.3,6.7,2,0.2,0.6,0.2,0.4,0.5,0.3,12.2,-,-,-,-,-,-,-,-,90.9,4.4,4.7,4.5
25150,Moorabool (S),2012,20.6,13,10.8,14.1,15.2,12.9,8.2,3.6,1.4,"29,363",66,39,39.8,39.4,367,2,179,6,13.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25150,Moorabool (S),2013,20.6,12.9,11.1,13.9,15,12.9,8.7,3.6,1.4,"30,410",65.7,38.9,39.9,39.4,357,2,174,5.7,14.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25150,Moorabool (S),2014,20.5,12.7,11.3,13.6,14.8,12.8,9.1,3.7,1.5,"31,066",65.3,38.9,40,39.5,388,2.1,194,5.9,14.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25150,Moorabool (S),2015,20.5,12.5,11.4,13.5,14.8,12.7,9.5,3.8,1.4,"31,748",64.8,38.9,40.1,39.5,344,2,185,5.8,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25150,Moorabool (S),2016,20.7,12.2,11.5,13.4,14.7,12.6,9.8,3.8,1.4,"32,672",64.3,38.5,40.2,39.3,396,2,196,5.8,15.5,1.1,1.5,6.1,2,0.2,0.6,0.2,0.7,0.5,0.5,12.3,0.6,53.4,0.4,0.2,-,0.6,35.5,9.2,89,4.5,6.5,5.3
25150,Moorabool (S),2017,20.6,12,11.6,13.3,14.6,12.7,9.9,3.9,1.5,"33,448",64.1,38.6,40,39.3,-,-,201,5.7,15.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25250,Moreland (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1.8,3.5,11.2,5,2.7,2.1,5.6,1.1,0.7,33.8,-,-,-,-,-,-,-,-,81.1,12.8,6.2,39.4
25250,Moreland (C),2012,16,13.1,20.8,15.7,11.6,8.3,6.2,5.8,2.4,"156,967",69.6,34.1,35.9,35,"2,391",1.7,"1,093",5.6,3080.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25250,Moreland (C),2013,16.1,13,21.1,15.7,11.6,8.3,6.1,5.6,2.5,"160,282",69.7,34.1,35.8,34.9,"2,278",1.6,"1,137",5.4,3145.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25250,Moreland (C),2014,16.1,12.9,21.4,15.6,11.6,8.4,6,5.4,2.5,"164,099",69.9,34,35.6,34.8,"2,353",1.6,"1,181",5.4,3220.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25250,Moreland (C),2015,16.2,12.8,21.8,15.6,11.6,8.4,5.9,5.2,2.5,"167,870",70.2,33.9,35.4,34.6,"2,349",1.5,"1,228",5.5,3294.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25250,Moreland (C),2016,16.1,12.7,22.2,15.5,11.6,8.5,5.9,5,2.5,"172,294",70.5,33.8,35.2,34.5,"2,615",1.6,"1,187",5.5,3381.5,0.5,2.1,3.6,9.1,4.6,3,2.4,6.9,1.5,0.7,33.9,2.1,42.6,3,9.8,0.1,0.8,32.5,9.2,78.5,15,6.5,38.2
25250,Moreland (C),2017,16.2,12.5,22.4,15.7,11.5,8.6,5.8,4.8,2.5,"176,971",70.8,33.8,35.1,34.5,-,-,"1,203",5.4,3473.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25340,Mornington Peninsula (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,1.5,11.7,2.1,0.3,0.6,0.3,0.3,0.7,0.6,18.1,-,-,-,-,-,-,-,-,88.3,6.1,5.6,4.9
25340,Mornington Peninsula (S),2012,18,11.4,9,13.1,13.5,13.2,11.9,7.1,2.9,"151,700",60.1,42.7,45.1,44,"1,710",2.1,"1,246",5.3,209.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25340,Mornington Peninsula (S),2013,17.9,11.1,9.2,12.8,13.5,13.1,12.3,7.2,3,"154,001",59.6,43,45.5,44.3,"1,511",2,"1,294",5.1,212.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25340,Mornington Peninsula (S),2014,17.8,11.1,9.2,12.5,13.4,13.2,12.5,7.3,3,"156,500",59.4,43.4,45.8,44.6,"1,492",2,"1,425",5,216.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25340,Mornington Peninsula (S),2015,17.7,10.9,9.3,12.1,13.5,13.2,12.8,7.4,3.1,"158,831",59,43.8,46.1,45,"1,478",1.9,"1,478",5.1,219.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25340,Mornington Peninsula (S),2016,17.7,10.8,9.3,11.7,13.5,13.2,13.1,7.5,3.1,"161,528",58.6,44.2,46.4,45.3,"1,570",1.9,"1,475",5.2,223.1,0.8,1.5,10.9,2,0.3,0.8,0.4,0.4,0.7,0.7,17.8,0.8,50.2,0.2,0.1,0.1,0.3,39.3,9,88.2,5.6,6.1,5.4
25340,Mornington Peninsula (S),2017,17.5,10.9,9.3,11.4,13.5,13.2,13.2,7.7,3.2,"163,847",58.4,44.4,46.6,45.6,-,-,"1,425",5,226.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25430,Mount Alexander (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.3,6.2,0.8,0.3,0.6,0.2,0.3,0.5,0.4,10.7,-,-,-,-,-,-,-,-,89.5,3.1,7.3,2.7
25430,Mount Alexander (S),2012,15.9,10.4,8.1,12.4,15.7,16.4,11.9,6.5,2.8,"18,053",62.9,45.9,48.4,47.3,142,1.9,175,5.8,11.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25430,Mount Alexander (S),2013,15.4,10.5,8.1,12.2,15.5,16.4,12.3,6.6,2.9,"18,247",62.7,46.3,48.9,47.7,175,2,175,5.8,11.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25430,Mount Alexander (S),2014,15.3,10.1,8.4,12,15.1,16.8,12.7,6.6,3,"18,501",62.4,46.5,49.3,47.9,145,2,170,5.5,12.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25430,Mount Alexander (S),2015,15.3,9.6,8.6,11.8,15.1,16.9,13,6.7,3,"18,794",61.9,46.8,49.7,48.3,145,2,185,5.4,12.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25430,Mount Alexander (S),2016,15.6,9.1,8.8,11.6,14.9,16.9,13.5,6.7,2.9,"19,097",61.3,46.9,49.8,48.4,159,1.9,184,5.5,12.5,1.1,1.4,5.9,0.8,0.4,0.9,0.7,0.4,0.6,0.3,11.4,1.2,36.5,0.2,0.1,0.1,0.7,46,15.2,84.9,3.5,11.6,3.4
25430,Mount Alexander (S),2017,15.4,9,8.9,11.3,14.9,16.7,14.3,6.9,2.9,"19,298",60.6,47.3,50.1,48.8,-,-,188,5.5,12.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25490,Moyne (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,2,3.4,0.3,0.1,0.2,0.1,0.1,0.3,0.2,6.6,-,-,-,-,-,-,-,-,91.8,3.6,4.5,1.5
25490,Moyne (S),2012,21,11.2,9.4,13,14.9,14.2,9.5,4.9,2,"16,304",62.6,41.7,41.9,41.8,195,2.4,94,5.8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25490,Moyne (S),2013,20.8,11.2,9.4,12.9,14.6,14.4,9.8,4.9,2,"16,431",62.4,41.8,42.2,42,212,2.4,121,5.4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25490,Moyne (S),2014,20.7,11.1,9.4,12.5,14.6,14.6,10,4.8,2.2,"16,512",62.2,42.1,42.6,42.3,154,2.3,133,5.6,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25490,Moyne (S),2015,20.6,10.9,9.5,12.4,14.5,14.6,10.3,5,2.2,"16,591",61.9,42.3,43,42.6,185,2.2,134,6,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25490,Moyne (S),2016,20.8,10.6,9.8,12.1,14.2,14.7,10.7,5,2.2,"16,737",61.4,42.4,43.1,42.7,203,2.2,124,5.9,3.1,1.2,1.8,3.3,0.3,0.1,0.6,0.3,0.1,0.3,0.3,7.2,0.3,58.2,0.1,-,-,0.3,30.5,10.6,88.8,4,7.3,2.2
25490,Moyne (S),2017,20.5,10.5,10.3,11.6,13.9,14.8,11.1,5.2,2.1,"16,794",61.1,42.6,43.3,42.9,-,-,119,5.5,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25620,Murrindindi (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,1.2,6.8,1.5,0.1,0.5,0.3,0.3,0.6,0.3,11.7,-,-,-,-,-,-,-,-,90.1,4,5.9,3.3
25620,Murrindindi (S),2012,17.1,9.7,9,13.4,15.5,16.1,12.1,5.3,1.9,"13,456",63.6,45.9,45.3,45.6,127,2,108,6.7,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25620,Murrindindi (S),2013,16.8,9.8,8.7,12.9,15.2,16.2,12.9,5.4,2.1,"13,563",62.8,46.6,45.8,46.2,135,2,112,6.3,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25620,Murrindindi (S),2014,16.7,9.7,8.6,12.4,15,16.5,13.6,5.5,2.1,"13,687",62.2,47.2,46.4,46.7,135,2.1,126,6,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25620,Murrindindi (S),2015,16.4,9.5,8.9,11.9,14.7,16.6,14.1,5.7,2.2,"13,848",61.6,47.7,46.9,47.3,95,2,114,5.9,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25620,Murrindindi (S),2016,16.3,9.2,8.8,11.7,14.3,17,14.7,5.9,2.1,"14,052",61,48.1,47.5,47.8,140,2,112,5.7,3.6,1.3,1.3,6.2,1.3,0.2,0.6,0.3,0.3,0.5,0.4,11,0.7,46.8,0.1,0.1,0.1,0.4,39.9,11.8,87.8,3.7,8.4,3.2
25620,Murrindindi (S),2017,16.3,9.4,8.7,11.3,13.9,17.3,14.8,6.2,2,"14,234",60.7,48.2,47.8,48,-,-,127,5.6,3.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25710,Nillumbik (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,1.1,7.2,2.9,0.5,0.9,0.5,0.5,0.7,0.7,14.9,-,-,-,-,-,-,-,-,92.4,4.3,3.3,8.1
25710,Nillumbik (S),2012,20.2,15.4,9.4,14.4,16.9,13.6,6.8,2.3,1,"62,935",69.7,38.1,39.9,39.1,607,1.9,230,5,145.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25710,Nillumbik (S),2013,20.1,15,9.6,14.1,16.5,13.9,7.3,2.5,1,"63,174",69.1,38.4,40.2,39.4,585,1.8,229,4.7,146.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25710,Nillumbik (S),2014,20,14.8,9.8,13.7,16.4,14,7.7,2.7,1,"63,433",68.6,38.7,40.6,39.7,561,1.7,276,5,146.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25710,Nillumbik (S),2015,19.9,14.5,9.8,13.3,16.3,14.1,8.2,2.9,1.1,"63,675",68,39.1,40.9,40.1,535,1.6,245,4.9,147.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25710,Nillumbik (S),2016,20,14.2,9.8,13.1,16.1,14.1,8.5,3.1,1,"64,174",67.4,39.3,41,40.3,637,1.7,269,5,148.4,0.4,1.1,6.9,2.7,0.5,1,1,0.7,0.8,0.8,15.6,0.9,48.5,0.4,0.4,0.1,0.4,41.4,7.9,90.6,4.7,4.7,9.2
25710,Nillumbik (S),2017,20,14.1,9.7,13,16,14.1,8.8,3.4,1.1,"64,626",66.8,39.5,41.2,40.4,-,-,227,4.5,149.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25810,Northern Grampians (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,0.8,3.3,0.4,0.1,0.5,0.2,0.5,0.3,0.3,6.4,-,-,-,-,-,-,-,-,92.4,2.7,4.9,2.4
25810,Northern Grampians (S),2012,16.9,11.4,8.9,11.8,14.4,15.6,11.4,6.7,3,"11,970",62,44.6,46.7,45.8,132,2,141,7.3,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25810,Northern Grampians (S),2013,16.6,11.1,9.1,11.6,14.5,15.6,11.8,6.7,3.1,"11,880",61.8,45.3,47.2,46.3,105,2.1,137,7.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25810,Northern Grampians (S),2014,16.3,10.9,9.3,11,14.5,15.4,12.5,6.7,3.3,"11,777",61.2,45.9,47.7,46.8,114,2.1,131,6.8,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25810,Northern Grampians (S),2015,16.1,10.6,9.7,10.5,14.3,15.5,13.1,6.9,3.2,"11,644",60.7,46.4,48.1,47.2,112,2,125,6.4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25810,Northern Grampians (S),2016,15.6,10.6,9.9,10.3,14.2,15.6,13.5,7.2,3.2,"11,570",60.6,46.9,48.6,47.7,107,2,147,6.5,2,1.5,0.8,3.3,0.6,-,1,0.5,0.5,0.3,0.4,7.4,0.6,55.5,0.3,0.2,0.1,0.4,33.2,9.8,89.8,3.4,6.8,3.2
25810,Northern Grampians (S),2017,15.3,10.7,10.2,9.9,13.9,15.7,13.7,7.6,3.1,"11,518",60.4,47.1,49,48.1,-,-,147,6.8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25900,Port Phillip (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,3.5,9.4,5.6,1.2,2.7,2.3,2.6,2.4,1.3,31,-,-,-,-,-,-,-,-,75.8,15.5,8.7,19.7
25900,Port Phillip (C),2012,11.1,10.1,27.8,19,12.3,9.5,5.9,3,1.3,"99,893",78.7,35.7,35.2,35.4,"1,333",1.2,458,5.6,4823.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25900,Port Phillip (C),2013,11.4,9.9,27.3,18.8,12.6,9.5,6.2,3,1.3,"102,156",78.1,35.9,35.4,35.6,"1,303",1.2,431,5.2,4932.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25900,Port Phillip (C),2014,11.6,9.7,26.9,18.5,12.8,9.6,6.4,3,1.3,"104,451",77.6,36,35.5,35.8,"1,272",1.1,458,5,5043.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25900,Port Phillip (C),2015,11.8,9.7,26.6,18.1,13,9.8,6.6,3.1,1.4,"106,381",77.2,36.1,35.7,35.9,"1,274",1.1,518,5,5136.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25900,Port Phillip (C),2016,11.8,9.8,26.4,17.5,13.1,10.1,6.9,3.1,1.4,"108,627",76.8,36.1,35.7,35.9,"1,477",1.1,456,4.9,5245.3,0.4,3.2,9.2,5.1,1.2,2.7,3,2.7,2.9,1.3,31.4,1.8,34.2,2,1.1,3.5,0.5,43.1,13.9,72.9,16.2,10.9,20.6
25900,Port Phillip (C),2017,11.8,9.6,26.1,17.2,13.2,10.3,7.1,3.3,1.4,"110,634",76.4,36.3,35.9,36.1,-,-,513,4.9,5342.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25990,Pyrenees (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.9,5.9,1.1,0.1,0.4,0.1,0.1,0.2,0.2,9,-,-,-,-,-,-,-,-,90.4,3.1,6.4,1.9
25990,Pyrenees (S),2012,15.9,9.3,8.1,12.1,15.1,17.7,13.8,6.1,1.9,"6,860",62.3,48.9,47.9,48.4,56,2.3,56,6.1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25990,Pyrenees (S),2013,15.7,9.2,8.5,11.3,15.3,17.7,14,6.2,2,"6,938",62,49.2,48.3,48.7,65,2.3,53,5.6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25990,Pyrenees (S),2014,15.7,9.1,8.4,11.2,14.8,18.2,14.3,6.1,2.2,"7,047",61.7,49.2,48.6,48.9,69,2.3,69,5.9,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25990,Pyrenees (S),2015,15.5,8.9,8.3,11.2,14.5,18.2,14.9,6.1,2.3,"7,179",61.1,49.7,48.9,49.3,59,2.3,69,6.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25990,Pyrenees (S),2016,16.2,8.2,8.4,10.9,14.4,18.1,15.6,6.1,2.2,"7,316",60,49.8,49,49.5,59,2.2,82,6.7,2.1,1.9,1,5.4,1,0.3,0.6,0.2,0.1,0.5,0.2,9.3,0.6,50.5,-,0.1,0.1,0.5,32,16.2,84.1,3.1,12.8,2.1
25990,Pyrenees (S),2017,16.3,8.2,8.4,10.7,14.4,18,15.6,6.2,2.2,"7,359",59.7,50.1,49.1,49.6,-,-,57,6.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26080,Queenscliffe (B),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1.3,6,1.1,0.1,0.5,0.1,0.1,0.2,0.3,9.7,-,-,-,-,-,-,-,-,92.1,2.3,5.7,2.2
26080,Queenscliffe (B),2012,13.7,7.7,6.3,8.8,12.3,17,17,12.6,4.6,"3,057",52.1,54,57.1,55.8,21,1.8,34,-,354.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26080,Queenscliffe (B),2013,13.4,7.5,6.3,7.6,12.7,17.3,18.3,12.2,4.8,"3,002",51.4,55.4,57.7,56.7,13,1.6,33,-,348.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
