CODE,LABEL,YEAR,0-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85 years and over,Total,Working Age Population (15-64 years),Males,Females,Persons,Births,Total Fertility Rate (per female),Deaths,"Standardised Death Rate (per 1,000 population)",Population density,Proportion of total population,"Born in Oceania, Antarctica (exc. Australia)",Born in North-West Europe,Born in Southern & Eastern Europe,"Born in North Africa, Middle East",Born in South-East Asia,Born in North-East Asia,"Born in Southern, Central Asia",Born in Americas,Born in Sub-Saharan Africa,Total Born Overseas,Buddhism ,Christianity ,Hinduism ,Islam,Judaism ,Other Religions ,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation",Inadequately described or not stated ,Australian citizen,Not an Australian citizen,Australian Citizenship - Not stated,Proportion of total population
59350,Yalgoo (S),2016,10.6,12,23.7,14,17.4,15.4,3.7,2.3,0.9,350,82.6,35.7,41.1,37.3,4,-,-,-,-,21.4,6.8,5,-,-,-,1.2,-,0.9,1.2,17.8,-,45.4,-,-,-,1.8,27.9,24.9,68,12.8,20.2,6.2
59350,Yalgoo (S),2017,11,9.6,21.6,16.3,17.1,16.6,5.1,2,0.8,356,81.2,36.9,41.4,38.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59360,Yilgarn (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,6.6,5.2,0.5,-,1.8,-,-,-,1.8,15.9,-,-,-,-,-,-,-,-,77.9,10,12,3.8
59360,Yilgarn (S),2012,17.5,10,16.5,16.2,17.1,12.7,5.8,3.3,1,"1,612",72.5,40.5,37.6,38.9,18,2.3,12,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59360,Yilgarn (S),2013,16.4,9.8,15.9,15.2,17.9,12.7,7.1,3.8,1.2,"1,539",71.5,41.8,39,40.7,6,-,12,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59360,Yilgarn (S),2014,14.6,9.8,15.2,14.1,20.3,12.6,7.2,4.6,1.6,"1,426",72,43.8,40.8,42.7,18,2,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59360,Yilgarn (S),2015,12.6,9.4,14.9,14.3,21.6,12.9,7.2,4.9,2.1,"1,314",73.1,44.9,43.1,44.3,16,2,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59360,Yilgarn (S),2016,14.2,7,15.4,12.8,20.6,14.5,9.9,4.2,1.4,"1,213",70.3,45.7,44.6,45.3,12,-,7,-,-,3.2,6.1,4.7,0.6,-,1.5,-,0.2,-,0.8,14.6,0.4,56.1,-,0.3,-,-,27,15.6,77.4,7.7,14.6,4.2
59360,Yilgarn (S),2017,14.2,6.1,14.4,12.2,20.8,16.3,9.4,5.2,1.4,"1,195",69.8,46.9,46.3,46.7,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59370,York (S),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.5,3.1,11.6,0.5,0.1,0.5,-,0.4,0.5,0.9,17.6,-,-,-,-,-,-,-,-,87.9,5.8,6.4,2.6
59370,York (S),2012,17.7,9.1,9,10.7,15.8,17.8,12.8,6.1,1,"3,547",62.4,47.3,47.3,47.3,36,2.3,45,9.6,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59370,York (S),2013,17.1,8.6,9.6,10.3,15.9,17.8,13.2,6.1,1.4,"3,619",62.2,48.3,47.8,48.1,32,2.2,33,9.3,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59370,York (S),2014,17.2,8.7,9.2,9.4,15.7,17.8,14,6.2,1.9,"3,609",60.8,49.4,48.3,48.8,32,2.1,32,9.2,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59370,York (S),2015,17.5,8.2,8.8,8.8,15.1,17.9,14.4,7.2,2.2,"3,599",58.7,50.5,49.2,49.9,34,2.1,39,7.1,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59370,York (S),2016,17.7,7.6,8,9.2,14.6,17.7,15.8,7.4,2.1,"3,605",56.9,50.3,50.8,50.6,28,2.1,25,5.9,1.7,3.2,2.7,10.5,0.7,-,0.7,0.1,0.2,0.5,1.1,16.4,0.4,52.4,-,0.1,-,0.4,33.3,13.1,83.8,4.9,11.2,2.4
59370,York (S),2017,17.4,8.1,7.5,9.4,13.3,17.8,16.3,8.1,2,"3,608",56.2,51.5,51.1,51.3,-,-,33,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59499,No usual address (WA),2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59499,No usual address (WA),2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59499,No usual address (WA),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59499,No usual address (WA),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59499,No usual address (WA),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59499,No usual address (WA),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59799,Migratory - Offshore - Shipping (WA),2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59799,Migratory - Offshore - Shipping (WA),2013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59799,Migratory - Offshore - Shipping (WA),2014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59799,Migratory - Offshore - Shipping (WA),2015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59799,Migratory - Offshore - Shipping (WA),2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59799,Migratory - Offshore - Shipping (WA),2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60210,Break O'Day (M),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,1.3,8.6,0.4,-,0.7,0.2,0.1,0.6,0.3,12.2,-,-,-,-,-,-,-,-,90.9,3.6,5.5,1.9
60210,Break O'Day (M),2012,16,8,7.2,10.7,15.8,19.1,15.1,5.9,2.3,"6,413",60.7,51.5,49.4,50.5,50,2.4,74,7.2,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60210,Break O'Day (M),2013,15.7,7.7,7.2,10.2,15.6,19.2,15.9,6.2,2.3,"6,353",59.9,52.4,50.3,51.4,58,2.4,64,6.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60210,Break O'Day (M),2014,15.3,7.8,7.1,9.9,15.2,19.5,16.4,6.5,2.4,"6,312",59.4,53.2,51.1,52.2,57,2.4,70,6.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60210,Break O'Day (M),2015,14.9,7.9,6.6,9.8,14.6,19.9,17.1,6.8,2.3,"6,254",58.8,53.9,52,52.9,65,2.6,84,7,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60210,Break O'Day (M),2016,14.5,7.7,6.4,9.2,14,20.6,18.2,7.2,2.2,"6,198",57.9,54.7,53.3,53.9,52,2.6,79,7.7,1.8,3.9,1.5,8.5,0.3,0.1,0.7,0.2,0.3,0.8,0.3,12.6,1.2,50.8,0.3,-,0.1,0.6,36.6,10.5,89.2,3.4,7.4,2.1
60210,Break O'Day (M),2017,14.4,7.4,6.4,9,13.2,20.3,19.1,8,2.3,"6,186",56.2,55.5,54.2,54.8,-,-,90,8.2,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60410,Brighton (M),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.6,0.5,2.8,0.5,-,0.4,0.1,0.1,0.2,0.1,4.8,-,-,-,-,-,-,-,-,90.9,1.8,7.3,1.9
60410,Brighton (M),2012,24.8,13.6,13.8,14,12.6,11.4,6.5,2.3,0.9,"15,902",65.5,32.9,33.6,33.3,280,2.7,103,8.3,92.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60410,Brighton (M),2013,24.5,13.8,13.8,13.6,12.6,11.4,6.9,2.5,0.9,"16,046",65.2,33.1,33.8,33.5,276,2.6,92,7.8,93.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60410,Brighton (M),2014,24.2,13.9,13.7,13.4,12.5,11.6,7.2,2.6,0.9,"16,221",65.1,33.3,34.1,33.7,267,2.4,114,8.4,94.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60410,Brighton (M),2015,24,14,13.6,13.1,12.4,11.8,7.4,2.8,0.9,"16,448",65,33.4,34.3,33.8,301,2.5,112,8.4,96.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60410,Brighton (M),2016,23.9,13.9,13.6,13,12.3,11.9,7.8,3,0.8,"16,669",64.6,33.5,34.4,34,284,2.4,112,9.1,97.4,9.4,0.6,2.4,0.5,-,0.5,0.1,0.1,0.2,0.1,4.7,0.2,49.8,0.1,0.1,-,0.3,39.9,9.6,91.5,1.6,7,1.9
60410,Brighton (M),2017,24,13.5,13.6,12.7,12.4,11.8,8.3,3.1,0.8,"16,960",63.9,33.6,34.9,34.3,-,-,114,9,99.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60610,Burnie (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.7,1.1,4.2,0.6,0.1,0.6,0.2,0.6,0.4,0.4,8.2,-,-,-,-,-,-,-,-,92.1,3.2,4.6,2.7
60610,Burnie (C),2012,19.7,13.8,11.9,12.6,13.7,12,8.8,5.4,2.2,"19,981",63.9,38.1,39.8,39,248,2,156,6.8,32.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60610,Burnie (C),2013,19.6,13.7,12,12.3,13.6,12.3,8.9,5.6,2,"19,755",64,38.1,40.2,39.2,262,2,162,6.5,32.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60610,Burnie (C),2014,19.3,13.8,12,12.1,13.7,12.4,9.2,5.6,2,"19,565",64,38.3,40.5,39.4,229,1.9,178,6.5,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60610,Burnie (C),2015,18.9,13.9,12.1,11.8,13.7,12.4,9.6,5.6,2.1,"19,408",63.8,38.6,40.8,39.7,235,1.9,186,7,31.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60610,Burnie (C),2016,18.6,14.1,11.9,11.5,13.7,12.6,9.9,5.7,2.2,"19,228",63.7,39,40.9,40,224,1.8,187,7.3,31.5,6.9,1,4,0.5,0.1,0.9,0.3,0.5,0.4,0.4,8.3,0.8,51,0.3,0.3,-,0.3,38.2,9,91.3,3,5.8,2.9
60610,Burnie (C),2017,18.5,13.7,12.2,11.2,13.6,12.8,10.1,5.8,2.1,"19,210",63.6,39.2,40.8,40,-,-,165,7,31.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60810,Central Coast (M) (Tas.),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.9,0.8,6.1,0.4,0.1,0.4,0.1,0.1,0.4,0.2,8.6,-,-,-,-,-,-,-,-,93.1,2.4,4.6,1.6
60810,Central Coast (M) (Tas.),2012,18.1,11.6,9.5,12.1,15.5,14.3,10.7,6.1,2,"22,245",62.9,43.3,44.7,44,223,2.1,217,7.1,23.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60810,Central Coast (M) (Tas.),2013,17.9,11.3,9.4,11.9,15.2,14.6,11.4,6.3,2.1,"22,122",62.4,43.9,45.3,44.7,223,2.1,216,6.9,23.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60810,Central Coast (M) (Tas.),2014,17.5,11.4,9.4,11.4,14.9,14.9,11.7,6.4,2.3,"21,989",62.1,44.4,45.8,45.2,227,2,199,6.6,23.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60810,Central Coast (M) (Tas.),2015,17.2,11.6,9.3,11,14.6,15.2,12.2,6.5,2.4,"21,847",61.7,44.8,46.3,45.6,210,2,259,6.8,23.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60810,Central Coast (M) (Tas.),2016,17.3,11.4,9.5,10.7,14.1,15.4,12.5,6.7,2.4,"21,736",61.1,44.9,46.6,45.8,185,1.9,208,6.6,23.3,6.9,0.9,5.7,0.3,0.1,0.5,0.2,0.2,0.4,0.3,8.6,0.5,53.4,0.1,0.1,-,0.3,36.5,9.2,91.6,2.6,5.9,1.7
60810,Central Coast (M) (Tas.),2017,17.1,11.3,9.6,10.3,13.9,15.6,12.9,6.9,2.4,"21,835",60.7,45.6,46.9,46.2,-,-,234,6.8,23.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61010,Central Highlands (M) (Tas.),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.1,1.3,5,0.4,-,0.5,-,-,0.5,0.1,7.8,-,-,-,-,-,-,-,-,90.2,3,6.9,1.9
61010,Central Highlands (M) (Tas.),2012,17.8,8.8,10.4,11.8,15.9,17.4,12.4,4.5,0.9,"2,321",64.3,47,44.3,45.8,31,2.7,21,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61010,Central Highlands (M) (Tas.),2013,17.8,8.3,10.1,11.3,16.1,17.8,13,4.5,1,"2,278",63.7,47.8,45,46.6,31,2.8,16,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61010,Central Highlands (M) (Tas.),2014,16.7,8.6,9.3,11.4,15.7,18.5,14,5,0.8,"2,239",63.5,49.2,45.8,47.8,21,2.6,21,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61010,Central Highlands (M) (Tas.),2015,16.4,8.8,8.6,11.1,15.5,18.3,15,5.4,0.8,"2,203",62.3,50,46.8,48.8,27,2.6,14,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61010,Central Highlands (M) (Tas.),2016,16.8,7.4,8.7,10.5,15.1,18.7,16.3,5.9,0.6,"2,169",60.4,51.6,48,50,24,2.6,19,-,0.3,5.5,1.7,5.2,0.2,0.2,0.7,0.1,0.1,0.3,0.6,8.6,0.2,57.9,-,-,-,0.4,32.4,9,90.5,2.8,7.1,1.3
61010,Central Highlands (M) (Tas.),2017,17.2,7.2,8.9,10.1,14.3,18.2,16.9,6.1,1.1,"2,148",58.8,52,47.8,50.3,-,-,18,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61210,Circular Head (M),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.7,3.3,3.3,0.1,-,0.6,0.3,0.1,0.5,0.4,8.5,-,-,-,-,-,-,-,-,89.8,4.8,5.3,1.8
61210,Circular Head (M),2012,21.9,12.9,11.3,12.5,14.9,12.6,8.3,4.2,1.5,"8,310",64.2,38.5,39.1,38.8,108,2.6,54,7.5,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61210,Circular Head (M),2013,21.6,12.9,11.3,12,15,12.7,8.8,4.2,1.5,"8,249",64,38.6,39.8,39.3,98,2.4,73,7.1,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61210,Circular Head (M),2014,21.2,13.1,11.4,11.3,15,13.3,9,4.4,1.4,"8,204",64.1,38.8,40.3,39.7,105,2.3,60,6.9,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61210,Circular Head (M),2015,21,13,11.2,11.1,14.8,13.6,9.5,4.6,1.2,"8,142",63.7,38.8,41.1,40,83,2.1,69,7.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61210,Circular Head (M),2016,21.1,12.9,11.1,10.7,13.9,14.4,9.8,4.8,1.2,"8,104",63,38.9,41.2,40,111,2.2,79,7.9,1.7,15.8,3.2,2.8,0.2,0.1,0.5,0.5,-,0.5,0.4,8.2,0.3,55.6,0.1,-,-,0.4,32.8,10.7,88.5,4.3,7.2,2.2
61210,Circular Head (M),2017,20.7,12.8,11.1,10.8,13.3,15.1,10.2,4.6,1.3,"8,088",63.2,38.8,41.1,40.1,-,-,82,8.9,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61410,Clarence (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,1,5.9,0.7,0.1,0.5,0.4,0.4,0.6,0.5,10,-,-,-,-,-,-,-,-,91.6,3.1,5.4,3.6
61410,Clarence (C),2012,18.5,11.8,11.8,13.2,13.9,13.4,9.7,5.5,2.3,"53,214",64,40,42.5,41.2,648,2.2,464,6.3,140.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61410,Clarence (C),2013,18.5,11.6,11.8,13,13.7,13.4,10,5.7,2.4,"53,685",63.5,40.2,42.8,41.5,634,2.2,482,6.2,142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61410,Clarence (C),2014,18.4,11.3,11.8,12.8,13.5,13.5,10.4,5.8,2.5,"54,219",63,40.5,43.2,41.9,673,2.1,454,6.1,143.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61410,Clarence (C),2015,18.3,11.3,11.8,12.5,13.3,13.6,10.7,5.9,2.6,"54,829",62.5,40.8,43.6,42.2,614,2.1,483,6,145.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61410,Clarence (C),2016,18.4,11.2,11.7,12.3,13.3,13.6,10.8,6,2.7,"55,465",62.1,40.8,43.8,42.3,661,2.1,507,5.9,146.8,3.5,1,5.4,0.6,0.2,0.7,0.6,0.5,0.6,0.5,10.2,0.6,51.5,0.3,0.2,-,0.3,38.2,8.8,90.8,3.1,6.1,4.1
61410,Clarence (C),2017,18.3,11.2,11.8,12.2,13.1,13.5,11,6.1,2.8,"56,148",61.8,40.7,43.7,42.2,-,-,515,5.9,148.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61510,Derwent Valley (M),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1,0.9,5.2,0.5,0.1,0.2,0.1,-,0.4,0.2,7.6,-,-,-,-,-,-,-,-,92.8,2.5,4.7,1.3
61510,Derwent Valley (M),2012,20,12,10.9,13.1,15.6,13.3,9.1,4.5,1.4,"9,945",64.9,40.1,41.7,40.9,145,2.5,91,8.9,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61510,Derwent Valley (M),2013,19.9,12,10.8,12.6,15.5,13.3,9.7,4.8,1.5,"9,977",64.1,40.6,42.2,41.4,109,2.3,68,7.8,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61510,Derwent Valley (M),2014,19.7,11.8,10.9,12.1,15.2,13.8,10,5,1.6,"10,013",63.8,41,42.6,41.8,124,2.3,94,7.4,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61510,Derwent Valley (M),2015,19.5,11.6,10.9,11.7,14.8,13.9,10.6,5.4,1.6,"10,048",62.9,41.4,42.9,42.2,122,2.2,83,6.7,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61510,Derwent Valley (M),2016,19.2,11.2,11,11.7,14.5,14.3,11.1,5.6,1.5,"10,087",62.7,42.1,43.1,42.6,113,2.2,88,7.2,2.5,4.7,0.9,4.6,0.4,0.1,0.3,0.2,0.1,0.3,0.1,7.1,0.4,54.5,0.1,0.1,0.1,0.4,34.8,9.7,91.2,2.5,6.4,1.6
61510,Derwent Valley (M),2017,18.7,11.4,11,11.6,14.1,14.5,11.5,5.7,1.5,"10,170",62.6,42.5,43.3,42.9,-,-,89,7,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61610,Devonport (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.2,0.9,5.1,0.5,0.1,0.6,0.3,0.3,0.4,0.3,8.5,-,-,-,-,-,-,-,-,91.9,2.8,5.3,2.2
61610,Devonport (C),2012,19.2,12.3,11.3,12.5,13.1,12.5,10.4,6,2.7,"25,562",61.7,39.8,42.2,41.1,318,2.2,230,6.3,229.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61610,Devonport (C),2013,19,12.2,11.3,12.3,13.1,12.6,10.6,6,2.8,"25,407",61.5,40,42.6,41.4,303,2.1,267,6.6,228.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61610,Devonport (C),2014,18.8,12.3,11.3,12.1,13,12.8,10.9,6.1,2.8,"25,295",61.4,40.4,43,41.8,305,2.1,228,6.4,227.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61610,Devonport (C),2015,18.6,12.2,11.3,11.8,13.1,12.9,11.1,6.2,2.7,"25,162",61.3,40.7,43.4,42.2,267,2,269,6.8,226.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61610,Devonport (C),2016,18.5,12,11.3,11.3,13,13.1,11.6,6.3,2.8,"25,128",60.8,41.3,43.8,42.6,282,1.9,273,6.7,225.9,6.4,0.9,4.5,0.4,0.1,0.8,0.6,0.5,0.4,0.3,8.4,0.8,52.1,0.3,0.1,-,0.3,37,9.5,91.3,2.7,6,2.9
61610,Devonport (C),2017,18.3,12.1,11.5,11.1,12.8,13.2,11.7,6.5,2.8,"25,212",60.7,41.1,44,42.6,-,-,237,6.6,226.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61810,Dorset (M),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,1.1,4.7,0.4,-,0.3,0.2,0.1,0.6,0.3,7.5,-,-,-,-,-,-,-,-,92.8,2.6,4.5,1.4
61810,Dorset (M),2012,18.4,11,9.5,10.9,15,15.2,10.9,7,2,"7,090",61.7,44.9,45.4,45.2,82,2.4,59,7.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61810,Dorset (M),2013,18.2,10.7,9.5,10.7,14.6,15.6,11.6,7,2.1,"7,010",61,45.4,46,45.8,74,2.3,60,6.1,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61810,Dorset (M),2014,17.8,10.5,9.7,10.5,14,15.7,12.2,7.1,2.4,"6,920",60.5,45.7,46.7,46.3,75,2.3,76,6.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61810,Dorset (M),2015,17.6,10.6,9.8,10,13.7,16.1,12.7,7,2.6,"6,816",60.1,45.9,47.3,46.6,70,2.2,72,6.4,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61810,Dorset (M),2016,17.6,10.4,9.7,9.9,13.1,16.4,13.4,7,2.6,"6,724",59.4,46.1,47.8,47,66,2.1,67,6.5,2.1,2.9,1.4,4.7,0.4,-,0.3,0.1,0.1,0.5,0.3,7.9,0.3,54.7,0.1,0.1,-,0.1,34.6,10,90.1,2.8,7.1,1.9
61810,Dorset (M),2017,16.7,10.1,10.1,9.7,12.8,16.8,13.9,7.1,2.7,"6,704",59.6,46.9,48.7,47.9,-,-,83,6.6,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62010,Flinders (M) (Tas.),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.6,0.5,5.7,0.6,-,0.4,-,-,1.5,0.4,9.1,-,-,-,-,-,-,-,-,89.9,3.5,5.9,1.9
62010,Flinders (M) (Tas.),2012,14.6,3.7,5.7,9.8,18.4,25.4,16.8,4.6,1,827,63,53.1,54.8,54,9,-,7,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62010,Flinders (M) (Tas.),2013,14,5.1,5.3,9.8,16.9,25,18.1,4.4,1.4,845,62.1,53.9,55.1,54.5,5,-,11,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62010,Flinders (M) (Tas.),2014,13.2,6.5,6.1,9.8,15,24.9,19.4,4,1,871,62.3,54.1,55.2,54.6,8,-,9,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
62010,Flinders (M) (Tas.),2015,13,6.9,7.4,8.9,14,24,19.4,4.8,1.6,900,61.2,54.5,55.2,54.8,14,-,9,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
